gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022500084,1610612741,Chicago,Bulls,CHI,bulls,240:00,542.5,108.5,528.6,105.7,13.9,2.8,0.744,1.61,19.3,0.294,0.724,0.523,16.981,17.0,0.511,0.569,1.0,0.975,21.1,105.5,87.92,106.0,0.53
0022500084,1610612765,Detroit,Pistons,DET,pistons,240:00,528.6,105.7,542.5,108.5,-13.9,-2.8,0.674,2.9,19.3,0.276,0.706,0.477,9.524,9.5,0.479,0.512,1.0,0.983,21.1,105.5,87.92,105.0,0.47
0022500082,1610612737,Atlanta,Hawks,ATL,hawks,240:00,522.1,104.4,610.6,122.1,-88.5,-17.7,0.658,1.56,16.7,0.214,0.667,0.416,14.159,14.2,0.478,0.555,1.0,0.968,22.6,113.0,94.17,113.0,0.384
0022500082,1610612761,Toronto,Raptors,TOR,raptors,240:00,610.6,122.1,522.1,104.4,88.5,17.7,0.667,1.89,22.0,0.333,0.786,0.584,16.814,16.8,0.6,0.64,1.0,0.984,22.6,113.0,94.17,113.0,0.616
0022500088,1610612756,Phoenix,Suns,PHX,suns,240:00,588.2,117.6,580.0,116.0,8.2,1.6,0.511,1.44,15.4,0.444,0.686,0.562,15.686,15.7,0.526,0.559,1.0,0.96,20.2,101.0,84.17,102.0,0.503
0022500088,1610612758,Sacramento,Kings,SAC,kings,240:00,580.0,116.0,588.2,117.6,-8.2,-1.6,0.511,1.85,17.1,0.314,0.556,0.438,13.0,13.0,0.548,0.557,1.0,1.0,20.2,101.0,84.17,100.0,0.497
0022500087,1610612762,Utah,Jazz,UTA,jazz,240:00,678.9,135.8,568.4,113.7,110.5,22.1,0.792,2.92,25.5,0.39,0.667,0.543,13.684,13.7,0.649,0.673,1.0,0.973,19.0,95.0,79.17,95.0,0.621
0022500087,1610612746,LA,Clippers,LAC,clippers,240:00,568.4,113.7,678.9,135.8,-110.5,-22.1,0.718,1.87,20.0,0.333,0.61,0.457,15.789,15.8,0.523,0.555,1.0,0.991,19.0,95.0,79.17,95.0,0.379
0022500083,1610612738,Boston,Celtics,BOS,celtics,240:00,580.0,116.0,585.0,117.0,-5.0,-1.0,0.39,1.45,12.2,0.294,0.694,0.49,11.0,11.0,0.511,0.566,1.0,0.983,20.0,100.0,83.33,100.0,0.489
0022500083,1610612755,Philadelphia,76ers,PHI,sixers,240:00,585.0,117.0,580.0,116.0,5.0,1.0,0.59,1.64,16.7,0.306,0.706,0.51,14.0,14.0,0.553,0.596,1.0,0.983,20.0,100.0,83.33,100.0,0.511
0022500086,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,621.5,124.3,560.7,112.1,60.7,12.1,0.62,3.88,21.2,0.154,0.724,0.455,7.477,7.5,0.602,0.625,1.0,0.983,21.4,107.0,89.17,107.0,0.559
0022500086,1610612764,Washington,Wizards,WAS,wizards,240:00,560.7,112.1,621.5,124.3,-60.7,-12.1,0.5,1.77,16.0,0.276,0.846,0.545,12.15,12.1,0.556,0.564,1.0,0.983,21.4,107.0,89.17,107.0,0.441
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,240:00,553.4,110.7,561.9,112.4,-8.5,-1.7,0.694,1.56,17.1,0.333,0.694,0.505,15.534,15.5,0.472,0.541,1.0,0.992,20.8,104.0,86.67,103.0,0.489
0022500089,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,561.9,112.4,553.4,110.7,8.5,1.7,0.5,1.11,14.9,0.306,0.667,0.495,18.095,18.1,0.576,0.611,1.0,0.958,20.8,104.0,86.67,105.0,0.511
0022500085,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,587.2,117.4,564.8,113.0,22.3,4.5,0.488,1.18,14.4,0.256,0.632,0.47,15.596,15.6,0.581,0.647,1.0,0.966,21.7,108.5,90.42,109.0,0.544
0022500085,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,564.8,113.0,587.2,117.4,-22.3,-4.5,0.444,1.33,13.4,0.368,0.744,0.53,13.889,13.9,0.51,0.546,1.0,0.984,21.7,108.5,90.42,108.0,0.456
0022500080,1610612766,Charlotte,Hornets,CHA,hornets,240:00,641.5,128.3,551.9,110.4,89.6,17.9,0.688,1.94,21.2,0.409,0.732,0.59,16.038,16.0,0.628,0.651,1.0,0.976,21.2,106.0,88.33,106.0,0.609
0022500080,1610612751,Brooklyn,Nets,BKN,nets,240:00,551.9,110.4,641.5,128.3,-89.6,-17.9,0.641,1.47,17.1,0.268,0.591,0.41,16.038,16.0,0.523,0.568,1.0,0.992,21.2,106.0,88.33,106.0,0.391
0022500005,1610612754,Indiana,Pacers,IND,pacers,290:00,540.0,108.0,573.2,114.6,-33.2,-6.6,0.457,1.5,13.0,0.246,0.821,0.504,11.2,11.2,0.5,0.551,1.0,0.971,20.52,102.62,85.52,125.0,0.447
0022500005,1610612760,Oklahoma City,Thunder,OKC,thunder,290:00,573.2,114.6,540.0,108.0,33.2,6.6,0.395,1.21,11.3,0.179,0.754,0.496,11.382,11.4,0.505,0.6,1.0,0.985,20.52,102.62,85.52,123.0,0.553
0022500006,1610612744,Golden State,Warriors,GSW,warriors,265:00,640.2,128.0,617.9,123.6,22.3,4.5,0.66,3.67,21.2,0.291,0.778,0.51,8.411,8.4,0.596,0.623,1.0,0.959,19.29,96.45,80.38,107.0,0.515
0022500006,1610612743,Denver,Nuggets,DEN,nuggets,265:00,617.9,123.6,640.2,128.0,-22.3,-4.5,0.627,2.46,21.6,0.222,0.709,0.49,12.264,12.3,0.621,0.647,1.0,0.983,19.29,96.45,80.38,106.0,0.485
0022500096,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,495.4,99.1,536.7,107.3,-41.3,-8.3,0.605,1.1,16.1,0.226,0.774,0.5,19.444,19.4,0.489,0.536,1.0,0.992,21.7,108.5,90.42,108.0,0.469
0022500096,1610612764,Washington,Wizards,WAS,wizards,240:00,536.7,107.3,495.4,99.1,41.3,8.3,0.659,1.59,18.2,0.226,0.774,0.5,15.596,15.6,0.539,0.569,1.0,0.959,21.7,108.5,90.42,109.0,0.531
0022500186,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,627.5,125.5,592.2,118.4,35.2,7.0,0.696,3.56,22.2,0.212,0.745,0.465,8.824,8.8,0.58,0.607,1.0,1.0,20.5,102.5,85.42,102.0,0.495
0022500186,1610612741,Chicago,Bulls,CHI,bulls,240:00,592.2,118.4,627.5,125.5,-35.2,-7.0,0.711,1.93,19.0,0.255,0.788,0.535,13.592,13.6,0.53,0.611,1.0,0.983,20.5,102.5,85.42,103.0,0.505
0022500119,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,479.6,95.9,520.6,104.1,-41.0,-8.2,0.606,2.22,15.4,0.2,0.735,0.44,9.184,9.2,0.448,0.486,1.0,0.945,19.5,97.5,81.25,98.0,0.43
0022500119,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,520.6,104.1,479.6,95.9,41.0,8.2,0.5,1.62,16.0,0.265,0.8,0.56,13.402,13.4,0.5,0.528,1.0,0.991,19.5,97.5,81.25,97.0,0.57
0022500156,1610612751,Brooklyn,Nets,BKN,nets,240:00,567.7,113.5,637.8,127.6,-70.0,-14.0,0.694,2.08,17.5,0.361,0.561,0.441,12.5,12.5,0.472,0.516,1.0,1.0,19.4,97.0,80.83,96.0,0.376
0022500156,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,637.8,127.6,567.7,113.5,70.0,14.0,0.75,1.94,22.1,0.439,0.639,0.559,17.347,17.3,0.654,0.669,1.0,0.948,19.4,97.0,80.83,98.0,0.624
0022500118,1610612759,San Antonio,Spurs,SAS,spurs,240:00,605.0,121.0,525.5,105.1,79.5,15.9,0.744,1.38,21.2,0.29,0.867,0.632,21.0,21.0,0.679,0.73,1.0,0.963,19.8,99.0,82.5,100.0,0.631
0022500118,1610612761,Toronto,Raptors,TOR,raptors,240:00,525.5,105.1,605.0,121.0,-79.5,-15.9,0.784,1.93,21.8,0.133,0.71,0.368,15.306,15.3,0.544,0.578,1.0,1.0,19.8,99.0,82.5,98.0,0.369
0022500177,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,500.0,100.0,505.0,101.0,-5.0,-1.0,0.486,1.2,13.7,0.25,0.685,0.464,15.152,15.2,0.472,0.506,1.0,0.982,19.9,99.5,82.92,99.0,0.48
0022500177,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,505.0,101.0,500.0,100.0,5.0,1.0,0.462,1.13,13.3,0.315,0.75,0.536,16.0,16.0,0.484,0.515,1.0,0.949,19.9,99.5,82.92,100.0,0.52
0022500097,1610612757,Portland,Trail Blazers,POR,blazers,240:00,631.8,126.4,536.0,107.2,95.8,19.2,0.6,1.58,19.7,0.295,0.66,0.484,17.273,17.3,0.624,0.668,1.0,0.992,22.1,110.5,92.08,110.0,0.573
0022500097,1610612744,Golden State,Warriors,GSW,warriors,240:00,536.0,107.2,631.8,126.4,-95.8,-19.2,0.686,0.96,16.1,0.34,0.705,0.516,22.523,22.5,0.538,0.612,1.0,0.984,22.1,110.5,92.08,111.0,0.427
0022500126,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,524.5,104.9,500.0,100.0,24.5,4.9,0.619,1.73,18.8,0.235,0.78,0.505,14.706,14.7,0.533,0.555,1.0,0.991,20.3,101.5,84.58,102.0,0.528
0022500126,1610612758,Sacramento,Kings,SAC,kings,240:00,500.0,100.0,524.5,104.9,-24.5,-4.9,0.583,1.24,15.9,0.22,0.765,0.495,16.832,16.8,0.482,0.536,1.0,1.0,20.3,101.5,84.58,101.0,0.472
0022500107,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,572.8,114.6,548.5,109.7,24.3,4.9,0.59,1.35,16.2,0.347,0.778,0.553,16.505,16.5,0.517,0.576,1.0,0.983,20.6,103.0,85.83,103.0,0.504
0022500107,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,548.5,109.7,572.8,114.6,-24.3,-4.9,0.625,1.39,18.2,0.222,0.653,0.447,17.476,17.5,0.589,0.619,1.0,0.973,20.6,103.0,85.83,103.0,0.496
0022500149,1610612751,Brooklyn,Nets,BKN,nets,240:00,514.7,102.9,632.4,126.5,-117.6,-23.5,0.538,1.11,14.7,0.37,0.646,0.5,18.627,18.6,0.472,0.518,1.0,0.967,20.4,102.0,85.0,102.0,0.403
0022500149,1610612755,Philadelphia,76ers,PHI,sixers,240:00,632.4,126.5,514.7,102.9,117.6,23.5,0.68,2.27,22.2,0.354,0.63,0.5,14.706,14.7,0.599,0.623,1.0,0.983,20.4,102.0,85.0,102.0,0.597
0022500166,1610612737,Atlanta,Hawks,ATL,hawks,240:00,628.7,125.7,560.0,112.0,68.7,13.7,0.575,1.15,17.2,0.27,0.646,0.482,19.802,19.8,0.646,0.702,1.0,0.955,20.1,100.5,83.75,101.0,0.577
0022500166,1610612753,Orlando,Magic,ORL,magic,240:00,560.0,112.0,628.7,125.7,-68.7,-13.7,0.722,1.37,18.2,0.354,0.73,0.518,19.0,19.0,0.5,0.574,1.0,0.974,20.1,100.5,83.75,100.0,0.423
0022500122,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,500.0,100.0,575.5,115.1,-75.5,-15.1,0.575,0.92,15.4,0.375,0.571,0.481,23.148,23.1,0.506,0.554,1.0,0.944,21.4,107.0,89.17,108.0,0.44
0022500122,1610612757,Portland,Trail Blazers,POR,blazers,240:00,575.5,115.1,500.0,100.0,75.5,15.1,0.511,1.26,15.6,0.429,0.625,0.519,17.925,17.9,0.524,0.557,1.0,0.985,21.4,107.0,89.17,106.0,0.56
0022500110,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,558.8,111.8,544.6,108.9,14.3,2.9,0.487,1.36,13.8,0.327,0.655,0.5,13.725,13.7,0.524,0.568,1.0,0.958,20.3,101.5,84.58,102.0,0.535
0022500110,1610612754,Indiana,Pacers,IND,pacers,240:00,544.6,108.9,558.8,111.8,-14.3,-2.9,0.615,1.41,16.6,0.345,0.673,0.5,16.832,16.8,0.505,0.535,1.0,0.983,20.3,101.5,84.58,101.0,0.465
0022500090,1610612753,Orlando,Magic,ORL,magic,240:00,519.4,103.9,549.5,109.9,-30.1,-6.0,0.568,0.95,14.7,0.358,0.745,0.54,21.359,21.4,0.532,0.567,1.0,0.943,20.4,102.0,85.0,103.0,0.434
0022500090,1610612737,Atlanta,Hawks,ATL,hawks,240:00,549.5,109.9,519.4,103.9,30.1,6.0,0.634,1.63,18.7,0.255,0.642,0.46,15.842,15.8,0.529,0.57,1.0,1.0,20.4,102.0,85.0,101.0,0.566
0022500140,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,622.5,124.5,534.7,106.9,87.9,17.6,0.659,4.83,19.5,0.321,0.723,0.505,5.882,5.9,0.531,0.576,1.0,0.975,20.3,101.5,84.58,102.0,0.615
0022500140,1610612764,Washington,Wizards,WAS,wizards,240:00,534.7,106.9,622.5,124.5,-87.9,-17.6,0.658,1.09,18.0,0.277,0.679,0.495,22.772,22.8,0.554,0.59,1.0,0.982,20.3,101.5,84.58,101.0,0.385
0022500176,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,519.0,103.8,590.5,118.1,-71.4,-14.3,0.735,1.67,17.0,0.288,0.649,0.466,14.286,14.3,0.455,0.522,1.0,0.984,21.0,105.0,87.5,105.0,0.437
0022500176,1610612745,Houston,Rockets,HOU,rockets,240:00,590.5,118.1,519.0,103.8,71.4,14.3,0.604,2.23,19.1,0.351,0.712,0.534,12.381,12.4,0.54,0.569,1.0,0.992,21.0,105.0,87.5,105.0,0.563
0022500195,1610612755,Philadelphia,76ers,PHI,sixers,240:00,545.5,109.1,555.0,111.0,-9.5,-1.9,0.611,1.1,15.7,0.373,0.745,0.551,20.202,20.2,0.5,0.561,1.0,0.983,19.9,99.5,82.92,99.0,0.478
0022500195,1610612765,Detroit,Pistons,DET,pistons,240:00,555.0,111.0,545.5,109.1,9.5,1.9,0.59,1.44,17.0,0.255,0.627,0.449,16.0,16.0,0.555,0.588,1.0,0.964,19.9,99.5,82.92,100.0,0.522
0022500095,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,552.4,110.5,560.7,112.1,-8.4,-1.7,0.571,1.6,16.1,0.339,0.533,0.437,14.286,14.3,0.485,0.528,1.0,0.976,19.2,96.0,80.0,105.0,0.479
0022500095,1610612759,San Antonio,Spurs,SAS,spurs,265:00,560.7,112.1,552.4,110.5,8.4,1.7,0.556,1.32,15.7,0.467,0.661,0.563,17.757,17.8,0.526,0.548,1.0,0.955,19.2,96.0,80.0,107.0,0.521
0022500105,1610612759,San Antonio,Spurs,SAS,spurs,240:00,621.1,124.2,563.2,112.6,57.9,11.6,0.513,1.33,15.4,0.395,0.698,0.563,15.789,15.8,0.577,0.629,1.0,0.955,19.0,95.0,79.17,95.0,0.592
0022500105,1610612751,Brooklyn,Nets,BKN,nets,240:00,563.2,112.6,621.1,124.2,-57.9,-11.6,0.647,1.83,16.5,0.302,0.605,0.438,12.632,12.6,0.483,0.548,1.0,0.973,19.0,95.0,79.17,95.0,0.408
0022500136,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,580.8,116.2,591.8,118.4,-11.0,-2.2,0.732,1.67,20.8,0.326,0.659,0.483,18.182,18.2,0.591,0.627,1.0,0.956,19.7,98.5,82.08,99.0,0.481
0022500136,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,591.8,118.4,580.8,116.2,11.0,2.2,0.756,1.79,23.3,0.341,0.674,0.517,19.388,19.4,0.608,0.626,1.0,0.982,19.7,98.5,82.08,98.0,0.519
0022500197,1610612758,Sacramento,Kings,SAC,kings,240:00,551.9,110.4,679.2,135.8,-127.4,-25.5,0.625,1.39,17.1,0.296,0.723,0.495,16.981,17.0,0.517,0.564,1.0,0.983,21.2,106.0,88.33,106.0,0.39
0022500197,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,679.2,135.8,551.9,110.4,127.4,25.5,0.538,2.55,19.2,0.277,0.704,0.505,10.377,10.4,0.629,0.669,1.0,0.975,21.2,106.0,88.33,106.0,0.61
0022500018,1610612752,New York,Knicks,NYK,knicks,240:00,564.5,112.9,505.3,101.1,59.2,11.8,0.697,1.15,16.3,0.455,0.765,0.604,21.505,21.5,0.483,0.541,1.0,0.949,18.7,93.5,77.92,93.0,0.562
0022500018,1610612738,Boston,Celtics,BOS,celtics,240:00,505.3,101.1,564.5,112.9,-59.2,-11.8,0.543,1.19,15.2,0.235,0.545,0.396,17.021,17.0,0.518,0.536,1.0,0.962,18.7,93.5,77.92,94.0,0.438
0022500148,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,691.9,138.4,524.8,105.0,167.2,33.4,0.702,2.54,23.2,0.256,0.679,0.5,13.131,13.1,0.679,0.718,1.0,0.972,20.0,100.0,83.33,99.0,0.661
0022500148,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,524.8,105.0,691.9,138.4,-167.2,-33.4,0.743,1.53,18.1,0.321,0.744,0.5,16.832,16.8,0.538,0.563,1.0,0.941,20.0,100.0,83.33,101.0,0.339
0022500033,1610612748,Miami,Heat,MIA,heat,240:00,588.8,117.8,519.2,103.8,69.6,13.9,0.608,3.88,21.1,0.184,0.629,0.432,7.477,7.5,0.576,0.599,1.0,0.966,21.1,105.5,87.92,107.0,0.591
0022500033,1610612766,Charlotte,Hornets,CHA,hornets,240:00,519.2,103.8,588.8,117.8,-69.6,-13.9,0.595,1.22,14.8,0.371,0.816,0.568,17.308,17.3,0.433,0.496,1.0,1.0,21.1,105.5,87.92,104.0,0.409
0022500106,1610612765,Detroit,Pistons,DET,pistons,240:00,601.0,120.2,570.7,114.1,30.3,6.1,0.564,1.38,14.9,0.474,0.667,0.57,16.162,16.2,0.468,0.547,1.0,0.984,19.8,99.0,82.5,99.0,0.554
0022500106,1610612738,Boston,Celtics,BOS,celtics,240:00,570.7,114.1,601.0,120.2,-30.3,-6.1,0.425,1.42,12.7,0.333,0.526,0.43,12.121,12.1,0.505,0.54,1.0,0.991,19.8,99.0,82.5,99.0,0.446
0022500131,1610612761,Toronto,Raptors,TOR,raptors,240:00,599.0,119.8,688.1,137.6,-89.1,-17.8,0.674,2.9,21.3,0.136,0.5,0.305,9.901,9.9,0.629,0.648,1.0,0.972,20.2,101.0,84.17,101.0,0.386
0022500131,1610612745,Houston,Rockets,HOU,rockets,240:00,688.1,137.6,599.0,119.8,89.1,17.8,0.62,1.82,20.5,0.5,0.864,0.695,16.832,16.8,0.649,0.682,1.0,0.975,20.2,101.0,84.17,101.0,0.614
0022500183,1610612764,Washington,Wizards,WAS,wizards,240:00,509.7,101.9,538.8,107.8,-29.1,-5.8,0.459,0.94,12.6,0.302,0.655,0.481,17.476,17.5,0.478,0.53,1.0,0.992,20.6,103.0,85.83,103.0,0.415
0022500183,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,538.8,107.8,509.7,101.9,29.1,5.8,0.619,2.0,17.6,0.345,0.698,0.519,12.621,12.6,0.484,0.523,1.0,0.984,20.6,103.0,85.83,103.0,0.585
0022500120,1610612762,Utah,Jazz,UTA,jazz,265:00,605.3,121.1,587.7,117.5,17.5,3.5,0.614,1.42,15.7,0.508,0.619,0.563,16.667,16.7,0.481,0.557,1.0,0.979,20.65,103.25,86.04,114.0,0.493
0022500120,1610612756,Phoenix,Suns,PHX,suns,265:00,587.7,117.5,605.3,121.1,-17.5,-3.5,0.822,2.64,21.1,0.381,0.492,0.438,12.281,12.3,0.519,0.56,1.0,0.971,20.65,103.25,86.04,114.0,0.507
0022500142,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,671.7,134.3,681.8,136.4,-10.1,-2.0,0.612,2.73,21.6,0.25,0.63,0.453,11.111,11.1,0.689,0.695,1.0,0.982,19.8,99.0,82.5,99.0,0.485
0022500142,1610612758,Sacramento,Kings,SAC,kings,240:00,681.8,136.4,671.7,134.3,10.1,2.0,0.667,3.0,20.5,0.37,0.75,0.547,10.101,10.1,0.575,0.645,1.0,0.966,19.8,99.0,82.5,99.0,0.515
0022500164,1610612746,LA,Clippers,LAC,clippers,240:00,583.3,116.7,582.5,116.5,0.8,0.2,0.568,1.19,17.6,0.319,0.81,0.551,20.588,20.6,0.597,0.617,1.0,0.983,20.5,102.5,85.42,102.0,0.452
0022500164,1610612748,Miami,Heat,MIA,heat,240:00,582.5,116.5,583.3,116.7,-0.8,-0.2,0.733,2.06,22.9,0.19,0.681,0.449,15.534,15.5,0.614,0.641,1.0,0.973,20.5,102.5,85.42,103.0,0.548
0022500123,1610612764,Washington,Wizards,WAS,wizards,265:00,598.2,119.6,626.1,125.2,-27.9,-5.6,0.647,2.06,19.8,0.355,0.644,0.496,14.286,14.3,0.556,0.576,1.0,0.97,20.2,100.98,84.15,112.0,0.472
0022500123,1610612755,Philadelphia,76ers,PHI,sixers,265:00,626.1,125.2,598.2,119.6,27.9,5.6,0.578,1.86,16.6,0.356,0.645,0.504,12.613,12.6,0.535,0.598,1.0,0.992,20.2,100.98,84.15,111.0,0.528
0022500008,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,564.4,112.9,616.5,123.3,-52.1,-10.4,0.475,1.27,14.5,0.234,0.644,0.435,14.851,14.9,0.529,0.583,1.0,0.982,20.4,102.0,85.0,101.0,0.431
0022500008,1610612743,Denver,Nuggets,DEN,nuggets,240:00,616.5,123.3,564.4,112.9,52.1,10.4,0.522,1.71,16.9,0.356,0.766,0.565,13.592,13.6,0.597,0.641,1.0,0.941,20.4,102.0,85.0,103.0,0.569
0022500147,1610612765,Detroit,Pistons,DET,pistons,240:00,604.0,120.8,539.2,107.8,64.7,12.9,0.644,3.63,20.0,0.278,0.755,0.505,7.921,7.9,0.544,0.576,1.0,0.966,20.3,101.5,84.58,101.0,0.574
0022500147,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,539.2,107.8,604.0,120.8,-64.7,-12.9,0.676,1.53,16.8,0.245,0.722,0.495,14.706,14.7,0.525,0.587,1.0,0.956,20.3,101.5,84.58,102.0,0.426
0022500026,1610612757,Portland,Trail Blazers,POR,blazers,240:00,550.5,110.1,545.9,109.2,4.6,0.9,0.684,2.0,17.9,0.368,0.659,0.495,13.131,13.1,0.478,0.521,1.0,0.966,19.7,98.5,82.08,99.0,0.486
0022500026,1610612743,Denver,Nuggets,DEN,nuggets,240:00,545.9,109.2,550.5,110.1,-4.6,-0.9,0.5,1.0,14.4,0.341,0.632,0.505,19.388,19.4,0.519,0.578,1.0,0.965,19.7,98.5,82.08,98.0,0.514
0022500168,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,574.3,114.9,560.0,112.0,14.3,2.9,0.628,2.08,18.9,0.288,0.6,0.433,12.871,12.9,0.572,0.59,1.0,0.957,20.1,100.5,83.75,101.0,0.522
0022500168,1610612766,Charlotte,Hornets,CHA,hornets,240:00,560.0,112.0,574.3,114.9,-14.3,-2.9,0.513,1.0,14.5,0.4,0.712,0.567,20.0,20.0,0.555,0.594,1.0,0.966,20.1,100.5,83.75,100.0,0.478
0022500099,1610612746,LA,Clippers,LAC,clippers,240:00,664.9,133.0,525.8,105.2,139.2,27.8,0.711,1.68,23.0,0.303,0.667,0.533,19.588,19.6,0.697,0.738,1.0,0.963,19.4,97.0,80.83,97.0,0.674
0022500099,1610612756,Phoenix,Suns,PHX,suns,240:00,525.8,105.2,664.9,133.0,-139.2,-27.8,0.622,1.28,16.5,0.333,0.697,0.467,18.557,18.6,0.5,0.528,1.0,0.983,19.4,97.0,80.83,97.0,0.326
0022500021,1610612755,Philadelphia,76ers,PHI,sixers,240:00,556.7,111.3,561.9,112.4,-5.2,-1.0,0.73,1.5,19.9,0.267,0.65,0.486,18.557,18.6,0.558,0.595,1.0,0.982,19.4,97.0,80.83,97.0,0.533
0022500021,1610612738,Boston,Celtics,BOS,celtics,240:00,561.9,112.4,556.7,111.3,5.2,1.0,0.591,2.6,18.1,0.35,0.733,0.514,10.309,10.3,0.505,0.513,1.0,0.975,19.4,97.0,80.83,97.0,0.467
0022500037,1610612743,Denver,Nuggets,DEN,nuggets,240:00,671.9,134.4,541.7,108.3,130.2,26.0,0.739,3.78,24.5,0.25,0.661,0.49,9.375,9.4,0.659,0.694,1.0,0.971,19.2,96.0,80.0,96.0,0.625
